Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Package,"(Unnamed_Package)",1,1,1,1,7,0,6,0,,,,2,0,0,2,,6,0,6,,0,0,0,6,,79,15,61,33,25,5,,,,34,44,28,16,,,,,,3,3,3,1,,,1,,,0.08,8,8,8,6
File,"AbstractControllerTest.java",1,1,1,1,5,0,5,0,,,,1,3,1,,3,0,1,3,,0,0,0,3,,42,9,30,17,9,3,,,,15,20,14,6,,,,,,2,2,2,1,,,1,,,0.10,4,4,4,3
File,"AbstractRepositoryTest.java",1,1,1,1,6,0,5,0,,,,1,0,1,,2,2,2,2,,0,1,0,1,,44,10,31,21,10,3,,,,20,23,16,7,,,,,,1,1,1,1,,,0,,,0.10,2,2,2,2
File,"AccountType.java",1,1,1,1,1,0,1,0,,,,5,0,0,,5,7,4,7,,0,0,0,7,,40,5,29,20,4,6,,,,8,12,8,4,,,,,,1,1,1,1,,,0,,,0.21,7,7,7,7
File,"AccountsPage.java",1,1,1,1,6,0,6,0,,,,1,0,1,,2,2,3,2,,0,0,0,2,,41,9,26,15,9,6,,,,13,16,12,4,,,,,,1,1,1,1,,,0,,,0.23,2,2,2,2
File,"ActionType.java",0,0,0,0,0,0,0,0,,,,1,0,0,,0,2,64,2,,0,0,0,2,,83,9,67,66,0,7,,,,1,2,2,0,,,,,,1,1,1,1,,,0,,,0.10,2,2,2,2
File,"Address.java",8,8,9,4,13,1,12,0,,,,1,0,0,,3,3,7,3,,0,0,0,3,,64,9,52,25,25,3,,,,35,47,16,31,,,,,,16,16,17,9,,,1,,,0.06,25,25,26,11
File,"Administrator.java",1,1,1,1,3,0,3,0,,,,1,0,0,,5,5,2,5,,0,1,0,4,,44,10,31,19,6,3,,,,14,20,14,6,,,,,,2,2,2,1,,,0,,,0.10,6,6,6,5
File,"AuthInterceptor.java",2,2,2,2,9,0,8,0,,,,1,0,3,,4,4,0,4,,0,3,0,1,,61,7,51,23,31,3,,,,32,39,22,17,,,,,,6,6,6,6,,,3,,,0.06,9,9,9,9
File,"AuthenticationInterceptor.java",0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,0,0,,0,0,0,0,,18,5,10,9,0,3,,,,3,4,4,0,,,,,,0,0,0,0,,,0,,,0.30,0,0,0,0
File,"AuthenticationService.java",0,0,0,0,0,0,0,0,,,,1,0,3,,0,0,0,0,,0,0,0,0,,48,3,6,5,3,39,,,,4,5,5,0,,,,,,0,0,0,0,,,0,,,6.50,0,0,0,0
File,"AuthorizationInterceptor.java",4,4,4,4,9,1,8,0,,,,1,0,0,,2,2,0,2,,0,1,0,1,,35,5,27,11,10,3,,,,11,20,12,8,,,,,,6,6,6,6,,,3,,,0.11,7,7,7,7
File,"Authorized.java",1,1,1,1,1,0,1,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,18,3,12,11,0,3,,,,5,6,6,0,,,,,,1,1,1,1,,,0,,,0.25,1,1,1,1
File,"Batch.java",2,2,3,2,10,0,9,0,,,,1,0,1,,31,31,17,31,,0,9,0,22,,410,54,353,116,208,5,,,,159,224,86,138,,,,,,11,11,12,11,,,5,,,0.01,72,72,91,54
File,"BatchController.java",3,3,3,1,14,1,13,0,,,,3,13,1,,13,0,0,13,,0,1,0,12,,289,54,232,114,122,3,,,,103,132,80,52,,,,,,5,5,5,4,,,2,,,0.01,34,34,34,18
File,"BatchControllerTest.java",1,1,1,1,27,4,20,2,,,,1,0,0,,30,30,4,30,,0,0,0,30,,1000,219,736,323,541,74,,,,401,432,206,226,,,,,,1,1,1,1,,,0,,,0.10,30,30,30,30
File,"BatchCreationSpec.java",2,2,2,1,21,0,21,0,,,,1,0,0,,2,2,10,2,,0,0,0,2,,78,7,68,41,28,3,,,,38,41,28,13,,,,,,2,2,2,1,,,0,,,0.04,3,3,3,2
File,"BatchError.java",2,2,2,1,4,0,4,0,,,,2,0,1,,20,22,10,22,,0,2,0,20,,154,21,127,53,48,6,,,,58,88,42,46,,,,,,6,6,11,1,,,1,,,0.05,32,32,40,22
File,"BatchException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,18,4,11,6,2,3,,,,5,8,6,2,,,,,,1,1,1,1,,,0,,,0.27,2,2,2,2
File,"BatchFinalizationSpec.java",1,1,1,1,7,0,7,0,,,,1,0,0,,1,1,3,1,,0,0,0,1,,26,5,18,13,3,3,,,,11,13,10,3,,,,,,1,1,1,1,,,0,,,0.17,1,1,1,1
File,"BatchIntegrationRepositoryTest.java",1,1,1,1,12,3,9,0,,,,1,0,0,,2,2,2,2,,0,0,0,2,,61,15,43,33,16,3,,,,31,34,27,7,,,,,,1,1,1,1,,,0,,,0.07,2,2,2,2
File,"BatchNotFixedException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,12,3,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"BatchNotFoundException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"BatchProduction.java",1,1,1,1,3,0,3,0,,,,1,0,0,,6,6,2,6,,0,0,0,6,,50,11,36,20,8,3,,,,16,24,16,8,,,,,,2,2,3,1,,,1,,,0.08,7,7,8,6
File,"BatchProductionNotFoundException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,14,4,7,4,1,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.43,1,1,1,1
File,"BatchReport.java",1,1,1,1,5,0,5,0,,,,1,0,0,,2,2,3,2,,0,0,0,2,,31,6,22,15,4,3,,,,12,15,11,4,,,,,,1,1,1,1,,,0,,,0.14,2,2,2,2
File,"BatchReportResult.java",2,2,2,1,7,0,7,0,,,,1,0,0,,3,3,2,3,,0,0,0,3,,43,8,32,17,12,3,,,,18,25,16,9,,,,,,3,3,4,1,,,2,,,0.09,6,6,7,3
File,"BatchRepository.java",2,2,2,1,15,1,12,1,,,,1,1,1,,43,42,2,43,,0,14,0,29,,774,152,533,156,360,90,,,,220,292,136,156,,,,,,7,7,8,3,,,3,,,0.17,75,74,80,45
File,"BatchRepositoryTest.java",1,1,1,1,19,3,16,0,,,,1,0,0,,31,31,4,31,,0,0,0,31,,811,169,621,306,444,27,,,,386,418,220,198,,,,,,1,1,1,1,,,0,,,0.04,31,31,31,31
File,"BatchService.java",2,2,2,1,11,2,9,0,,,,1,0,0,,28,28,2,28,,0,5,0,23,,446,132,309,124,164,6,,,,168,232,112,120,,,,,,4,4,5,4,,,3,,,0.02,55,55,60,35
File,"BatchStatus.java",1,1,2,1,4,0,4,0,,,,2,0,0,,6,8,13,8,,0,0,0,8,,79,14,62,36,16,3,,,,22,32,20,12,,,,,,2,2,4,1,,,1,,,0.05,10,10,12,8
File,"BatchStatusDTO.java",1,1,1,1,2,0,2,0,,,,17,0,0,,17,19,16,19,,0,0,0,19,,96,8,85,52,16,3,,,,20,36,20,16,,,,,,1,1,1,1,,,0,,,0.04,19,19,19,19
File,"BatchesMonthlyReport.java",2,2,2,1,7,0,7,0,,,,2,0,1,,2,2,7,2,,0,1,0,1,,42,7,32,22,7,3,,,,19,23,17,6,,,,,,2,2,2,1,,,0,,,0.09,3,3,3,2
File,"BatchesPage.java",1,1,1,1,6,0,6,0,,,,1,0,1,,2,2,3,2,,0,0,0,2,,39,6,27,17,8,6,,,,14,17,13,4,,,,,,1,1,1,1,,,0,,,0.22,2,2,2,2
File,"BatchesProtocol.java",2,2,2,1,7,0,7,0,,,,1,0,2,,4,4,4,4,,0,1,0,3,,62,9,50,30,20,3,,,,31,39,26,13,,,,,,3,3,4,1,,,2,,,0.06,6,6,7,4
File,"BatchesReportTemplate.java",1,1,1,1,5,0,5,0,,,,1,0,0,,1,1,2,1,,0,0,0,1,,23,7,13,9,2,3,,,,7,9,7,2,,,,,,1,1,1,1,,,0,,,0.23,1,1,1,1
File,"Client.java",2,2,2,1,7,0,6,0,,,,1,0,1,,45,45,16,45,,0,8,0,37,,440,79,346,130,171,15,,,,165,235,96,139,,,,,,15,15,26,3,,,3,,,0.04,75,75,91,47
File,"ClientController.java",2,2,2,2,13,1,11,0,,,,1,25,1,,25,0,0,25,,0,1,0,24,,461,82,376,152,208,3,,,,157,213,100,113,,,,,,5,5,5,4,,,2,,,0.01,58,58,58,38
File,"ClientControllerTest.java",1,1,1,1,20,3,16,1,,,,1,0,0,,45,45,3,45,,0,0,0,45,,1219,203,882,438,617,179,,,,432,478,258,220,,,,,,1,1,1,1,,,0,,,0.20,45,45,45,45
File,"ClientCreationSpec.java",1,1,2,1,4,0,4,0,,,,1,0,0,,2,2,2,2,,0,0,0,2,,25,5,17,11,3,3,,,,9,12,9,3,,,,,,1,1,2,1,,,0,,,0.18,2,2,3,2
File,"ClientException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,12,2,7,4,1,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.43,1,1,1,1
File,"ClientNotFoundException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"ClientRepository.java",2,2,2,1,11,0,9,1,,,,1,2,0,,55,53,1,55,,0,15,0,40,,792,159,536,156,347,98,,,,204,295,135,160,,,,,,5,5,5,5,,,3,,,0.18,90,90,96,66
File,"ClientRepositoryIntegrationTest.java",1,1,1,1,75,21,54,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,112,29,80,56,51,3,,,,63,65,48,17,,,,,,1,1,1,1,,,0,,,0.04,1,1,1,1
File,"ClientRepositoryTest.java",1,1,1,1,10,1,8,0,,,,1,0,1,,50,50,8,50,,0,0,0,50,,797,188,579,353,320,30,,,,359,410,238,172,,,,,,1,1,1,1,,,0,,,0.05,50,50,50,50
File,"ClientService.java",1,1,2,1,8,1,6,0,,,,1,0,0,,35,35,2,35,,0,5,0,30,,367,85,274,113,134,9,,,,149,202,93,109,,,,,,5,5,5,1,,,3,,,0.03,51,51,53,35
File,"ClientType.java",2,1,2,1,3,0,2,0,,,,4,2,0,,10,10,3,12,,0,0,0,12,,74,9,56,31,20,9,,,,22,34,19,15,,,,,,4,3,4,3,,,2,,,0.16,17,15,17,14
File,"ClientsPage.java",1,1,1,1,6,0,6,0,,,,1,0,1,,2,2,3,2,,0,0,0,2,,40,8,26,15,9,6,,,,13,16,12,4,,,,,,1,1,1,1,,,0,,,0.23,2,2,2,2
File,"ClipAdminCollections.java",1,1,1,1,3,0,3,0,,,,1,6,0,,6,0,0,6,,0,0,0,6,,34,8,23,10,6,3,,,,9,16,10,6,,,,,,1,1,1,1,,,0,,,0.13,6,6,6,6
File,"ClipUser.java",1,1,1,1,12,1,11,0,,,,1,0,0,,2,2,8,2,,0,0,0,2,,53,8,42,26,16,3,,,,26,29,17,12,,,,,,1,1,1,1,,,0,,,0.07,2,2,2,2
File,"CompletedProductionActionException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,13,3,7,4,1,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.43,1,1,1,1
File,"CorsController.java",1,1,1,1,6,0,6,0,,,,1,1,0,,1,0,0,1,,0,0,0,1,,19,4,12,6,4,3,,,,8,10,6,4,,,,,,1,1,1,1,,,0,,,0.25,1,1,1,1
File,"CredentialsProvider.java",2,2,2,1,5,0,5,0,,,,1,2,3,,5,3,0,5,,0,2,0,3,,53,12,41,21,17,0,,,,19,28,18,10,,,,,,3,3,3,3,,,2,,,0.00,8,8,8,7
File,"DeliveryDateNotFoundException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,11,2,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"DisorderedDocument.java",1,1,1,1,4,0,4,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,28,6,19,15,1,3,,,,7,10,9,1,,,,,,1,1,1,1,,,0,,,0.16,2,2,2,2
File,"Document.java",4,4,4,2,10,0,7,2,,,,2,0,0,,7,9,10,9,,0,0,0,9,,134,17,91,37,41,26,,,,43,64,26,38,,,,,,8,8,9,6,,,2,,,0.29,27,27,32,16
File,"DuplicateDocument.java",1,1,1,1,4,0,4,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,27,5,19,15,1,3,,,,7,10,9,1,,,,,,1,1,1,1,,,0,,,0.16,2,2,2,2
File,"DuplicateDocumentException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"ExistingBatchException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"ExistingBatchPrefixException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,14,3,8,5,1,3,,,,4,6,5,1,,,,,,1,1,1,1,,,0,,,0.38,1,1,1,1
File,"ExistingBatchStatusException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,11,2,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"ExistingClientPrefixException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"ExistingEmailException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"ExistingUserNameException.java",1,1,1,1,1,0,1,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,9,2,4,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.75,1,1,1,1
File,"ExternalAccount.java",2,2,2,1,11,0,10,0,,,,2,0,1,,8,8,20,8,,0,1,0,7,,148,23,122,58,61,3,,,,73,86,43,43,,,,,,5,5,5,4,,,1,,,0.02,16,16,16,11
File,"ExternalBatchService.java",3,3,3,1,16,0,16,1,,,,1,0,0,,1,1,0,1,,0,0,0,1,,37,6,28,16,12,4,,,,17,21,15,6,,,,,,3,3,3,1,,,2,,,0.14,3,3,3,1
File,"ExternalClient.java",2,2,2,1,11,0,10,0,,,,2,0,1,,9,9,19,9,,0,1,0,8,,158,27,128,58,63,3,,,,70,86,41,45,,,,,,5,5,5,4,,,1,,,0.02,19,19,19,12
File,"ExternalClientController.java",2,2,2,1,12,1,11,0,,,,1,1,1,,1,0,0,1,,0,0,0,1,,34,6,25,16,9,3,,,,17,20,16,4,,,,,,2,2,2,1,,,1,,,0.12,2,2,2,1
File,"ExternalClientControllerTest.java",1,1,1,1,29,6,23,1,,,,1,0,0,,1,1,0,1,,0,0,0,1,,53,10,40,22,21,4,,,,31,33,19,14,,,,,,1,1,1,1,,,0,,,0.10,1,1,1,1
File,"ExternalClientRepository.java",2,2,3,1,13,1,10,0,,,,1,0,0,,14,14,0,14,,0,3,0,11,,223,40,173,68,110,10,,,,77,110,57,53,,,,,,4,4,5,3,,,2,,,0.06,34,34,40,16
File,"ExternalClientService.java",1,1,1,1,7,0,6,1,,,,1,2,1,,3,1,0,3,,0,1,0,2,,45,8,32,17,13,6,,,,21,26,17,9,,,,,,2,2,2,1,,,1,,,0.19,4,4,4,3
File,"ExternalUser.java",1,1,1,1,8,0,8,0,,,,1,0,1,,4,4,10,4,,0,1,0,3,,66,11,52,25,29,3,,,,27,31,21,10,,,,,,1,1,1,1,,,0,,,0.06,4,4,4,4
File,"Field.java",1,1,1,1,4,0,4,0,,,,1,0,0,,1,1,3,1,,0,0,0,1,,15,2,10,6,2,3,,,,6,8,6,2,,,,,,1,1,1,1,,,0,,,0.30,1,1,1,1
File,"FinishedBatchStatusException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"GeneralReport.java",1,1,1,1,6,1,5,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,15,4,8,3,3,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.38,1,1,1,1
Public Class,"Global",1,1,1,1,8,1,7,0,1,7,0,,0,0,,,4,0,4,16,0,0,0,4,,57,11,46,18,25,2,,,,19,29,13,16,,,,,,3,3,3,1,,1,1,,0,0.04,6,6,6,4
Private Class,"Global.ActionWrapper",1,1,1,1,4,0,4,0,1,2,0,,0,0,,,2,0,2,14,0,0,0,2,,13,1,12,6,5,0,,,,5,8,5,3,,,,,,1,1,1,1,,1,0,,0,0.00,2,2,2,2
Public Constructor,"Global.ActionWrapper.ActionWrapper",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"Global.ActionWrapper.call",,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,3,4,0,4,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Constructor,"Global.Global",,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
File,"Global.java",1,1,1,1,7,0,6,0,,,,2,0,0,,6,6,0,6,,0,0,0,6,,79,15,61,33,25,5,,,,34,44,28,16,,,,,,3,3,3,1,,,1,,,0.08,8,8,8,6
Public Method,"Global.onLoadConfig",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"Global.onRequest",,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"Global.onStart",,,,,,,,,,,,,,,,,,,,,,,,,1,24,4,20,5,17,2,16,3,0,11,14,4,10,3,3,3,1,2,,,,,0,,1,0,,0.10,,,,
File,"GlobalAdministrator.java",1,1,1,1,5,0,5,0,,,,1,1,0,,5,4,0,5,,0,1,1,3,,89,48,36,20,11,5,,,,17,24,14,10,,,,,,2,2,3,1,,,1,,,0.14,6,6,7,5
File,"GoalService.java",2,2,2,1,13,0,8,4,,,,1,0,3,,2,2,0,2,,0,0,0,2,,64,14,27,16,15,24,,,,16,20,15,5,,,,,,2,2,2,1,,,1,,,0.89,4,4,4,2
File,"IllegalExpressionException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"IllegibleDocument.java",1,1,1,1,4,0,4,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,29,7,19,15,1,3,,,,7,10,9,1,,,,,,1,1,1,1,,,0,,,0.16,2,2,2,2
File,"IncompleteActionException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,13,3,7,4,1,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.43,1,1,1,1
File,"InvalidAccessException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,11,2,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidBatchProductionException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,13,3,7,4,1,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.43,1,1,1,1
File,"InvalidBatchStatusException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidClientTypeException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,11,2,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidCredentialsExceptions.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,8,2,6,3,1,0,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.00,1,1,1,1
File,"InvalidDocumentException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidDocumentProductionException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,13,3,7,4,1,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.43,1,1,1,1
File,"InvalidEmailException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidErrorException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidErrorSeverityTypeException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidFieldException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidFinalStatusException.java",1,1,1,1,4,0,4,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,14,3,8,4,2,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.38,1,1,1,1
File,"InvalidFixedDemandException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,12,3,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidPlanPriceException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidPlanStorageException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,11,2,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidProductionActionException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,13,3,7,4,1,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.43,1,1,1,1
File,"InvalidProductionUserException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidQuantityBatchException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,13,3,7,4,1,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.43,1,1,1,1
File,"InvalidQuantityDocumentException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,13,3,7,4,1,3,,,,3,5,4,1,,,,,,1,1,1,1,,,0,,,0.43,1,1,1,1
File,"InvalidReceivedDateException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidScanTypeException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,10,1,6,3,1,3,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,0.50,1,1,1,1
File,"InvalidSoftwarePlanException.java",1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,17,5,9,4,2,3,,,,3,6,4,2,,,,,,1,1,1,1,,,0,,,0.33,2,2,2,2
File,"LoginController.java",2,2,2,1,20,3,17,0,,,,1,1,0,,1,0,0,1,,0,0,0,1,,39,7,29,18,14,3,,,,19,22,18,4,,,,,,2,2,2,1,,,1,,,0.10,2,2,2,1
File,"LoginControllerTest.java",2,2,2,1,11,1,10,1,,,,1,0,0,,4,4,0,4,,0,0,0,4,,78,14,61,32,28,7,,,,23,32,20,12,,,,,,2,2,2,1,,,1,,,0.11,8,8,8,4
File,"MailNotifier.java",1,1,1,1,7,1,6,0,,,,1,0,0,,3,3,1,3,,0,1,0,2,,59,28,28,13,13,3,,,,16,20,13,7,,,,,,2,2,2,1,,,1,,,0.11,4,4,4,3
File,"MappableException.java",1,1,1,1,3,0,3,0,,,,2,0,0,,11,11,5,11,,0,0,0,11,,72,17,52,22,17,3,,,,26,39,22,17,,,,,,1,1,1,1,,,0,,,0.06,11,11,11,11
File,"MissingPartialInformation.java",1,1,1,1,4,0,4,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,28,6,19,15,1,3,,,,7,10,9,1,,,,,,1,1,1,1,,,0,,,0.16,2,2,2,2
File,"MissingPhysicalDocument.java",1,1,1,1,4,0,4,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,28,6,19,15,1,3,,,,7,10,9,1,,,,,,1,1,1,1,,,0,,,0.16,2,2,2,2
File,"MissingStampDocument.java",1,1,1,1,4,0,4,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,29,7,19,15,1,3,,,,7,10,9,1,,,,,,1,1,1,1,,,0,,,0.16,2,2,2,2
File,"MissingTotalInformation.java",1,1,1,1,4,0,4,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,28,6,19,15,1,3,,,,7,10,9,1,,,,,,1,1,1,1,,,0,,,0.16,2,2,2,2
File,"NimbusDSTokenProvider.java",3,3,3,2,20,3,17,0,,,,1,0,0,,2,2,3,2,,0,0,0,2,,74,15,56,34,30,3,,,,39,45,32,13,,,,,,3,3,3,3,,,2,,,0.05,5,5,5,4
