com.android.prefs.AndroidLocation:48;2;0.71428573;1
com.android.prefs.AndroidLocation:87;0;1.0;0
com.android.prefs.AndroidLocation:97;3;0.5714286;2
com.android.ant.AaptExecLoopTask:69;0;1.0;0
com.android.ant.AaptExecLoopTask:98;0;1.0;0
com.android.ant.AaptExecLoopTask:106;0;1.0;0
com.android.ant.AaptExecLoopTask:114;0;1.0;0
com.android.ant.AaptExecLoopTask:122;0;1.0;0
com.android.ant.AaptExecLoopTask:130;0;1.0;0
com.android.ant.AaptExecLoopTask:134;0;1.0;0
com.android.ant.AaptExecLoopTask:149;0;1.0;0
com.android.ant.AaptExecLoopTask:153;0;1.0;0
com.android.ant.AaptExecLoopTask:161;0;1.0;0
com.android.ant.AaptExecLoopTask:172;1;0.6666667;1
com.android.ant.AaptExecLoopTask:186;0;1.0;0
com.android.ant.AaptExecLoopTask:194;0;1.0;0
com.android.ant.AaptExecLoopTask:204;0;1.0;0
com.android.ant.AaptExecLoopTask:214;0;1.0;0
com.android.ant.AaptExecLoopTask:222;0;1.0;0
com.android.ant.AaptExecLoopTask:230;0;1.0;0
com.android.ant.AaptExecLoopTask:234;0;1.0;0
com.android.ant.AaptExecLoopTask:240;0;1.0;0
com.android.ant.AaptExecLoopTask:244;0;1.0;0
com.android.ant.AaptExecLoopTask:252;0;1.0;0
com.android.ant.AaptExecLoopTask:261;1;0.75;1
com.android.ant.AaptExecLoopTask:281;2;0.71428573;2
com.android.ant.AaptExecLoopTask:307;0;1.0;0
com.android.ant.AaptExecLoopTask:318;14;0.6744186;5
com.android.ant.AidlExecTask:55;0;1.0;0
com.android.ant.AidlExecTask:59;0;1.0;0
com.android.ant.AidlExecTask:63;0;1.0;0
com.android.ant.AidlExecTask:67;1;0.5;1
com.android.ant.AidlExecTask:74;10;0.5;4
com.android.ant.ApkBuilderTask:60;0;1.0;0
com.android.ant.ApkBuilderTask:68;0;1.0;0
com.android.ant.ApkBuilderTask:76;0;1.0;0
com.android.ant.ApkBuilderTask:84;0;1.0;0
com.android.ant.ApkBuilderTask:92;0;1.0;0
com.android.ant.ApkBuilderTask:103;0;1.0;0
