name;atfd;laa;fdp
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:176;1;0.8;1
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:197;2;0.7777778;2
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:216;0;1.0;0
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:221;3;0.4;2
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:229;3;0.4;2
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:237;3;0.4;2
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:245;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:249;3;0.4;2
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:262;2;0.8;2
org.apache.tools.ant.taskdefs.optional.clearcase.CCUtils:283;0;1.0;0
org.apache.tools.ant.taskdefs.optional.clearcase.CmdResult:77;0;1.0;0
org.apache.tools.ant.taskdefs.optional.clearcase.CmdResult:81;0;1.0;0
org.apache.tools.ant.taskdefs.optional.clearcase.CmdResult:85;0;1.0;0
org.apache.tools.ant.taskdefs.optional.clearcase.CmdResult:89;0;1.0;0
org.apache.tools.ant.taskdefs.optional.clearcase.CmdResult:93;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:74;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:81;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:95;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:105;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:109;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:118;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:131;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:135;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:139;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:143;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:151;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:160;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:170;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:177;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:184;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:193;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:198;8;0.5555556;2
org.apache.tools.ant.taskdefs.optional.dotnet.AbstractBuildTask:241;1;0.8333333;1
org.apache.tools.ant.taskdefs.optional.dotnet.DotNetExecTask:61;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.DotNetExecTask:72;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.DotNetExecTask:82;1;0.6666667;1
org.apache.tools.ant.taskdefs.optional.dotnet.DotNetExecTask:97;5;0.5;1
org.apache.tools.ant.taskdefs.optional.dotnet.DotNetExecTask:117;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.DotNetExecTask:124;10;0.47368422;4
org.apache.tools.ant.taskdefs.optional.dotnet.MSBuildTask:41;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.MSBuildTask:45;1;0.6666667;1
org.apache.tools.ant.taskdefs.optional.dotnet.MSBuildTask:55;1;0.6666667;1
org.apache.tools.ant.taskdefs.optional.dotnet.MSBuildTask:74;2;0.5;1
org.apache.tools.ant.taskdefs.optional.dotnet.MSBuildTask:102;7;0.41666666;5
org.apache.tools.ant.taskdefs.optional.dotnet.NAntTask:39;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NAntTask:43;1;0.6666667;1
org.apache.tools.ant.taskdefs.optional.dotnet.NAntTask:53;1;0.0;1
org.apache.tools.ant.taskdefs.optional.dotnet.NAntTask:63;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.dotnet.NAntTask:82;6;0.33333334;4
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:125;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:132;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:139;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:146;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:153;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:160;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:167;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:174;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:181;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:188;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:195;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:202;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:209;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:216;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:225;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:236;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:244;5;0.7619048;4
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:332;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTask:333;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:78;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:90;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:97;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:109;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:113;4;0.6923077;1
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:154;2;0.8181818;1
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:187;1;0.8;1
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:198;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:205;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:213;3;0.5714286;2
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:232;1;0.6666667;1
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:239;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:253;5;0.44444445;4
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:273;1;0.75;1
org.apache.tools.ant.taskdefs.optional.dotnet.WixTask:292;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.DotNetExecTaskTest:46;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.DotNetExecTaskTest:54;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.DotNetExecTaskTest:62;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.MSBuildTaskTest:43;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.MSBuildTaskTest:47;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.dotnet.MSBuildTaskTest:53;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.dotnet.MSBuildTaskTest:59;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.dotnet.NAntTaskTest:43;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NAntTaskTest:47;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.dotnet.NAntTaskTest:53;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.dotnet.NAntTaskTest:59;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTaskTest:43;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTaskTest:50;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTaskTest:54;0;1.0;0
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTaskTest:59;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTaskTest:66;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.dotnet.NUnitTaskTest:73;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.http.Base64Encode:79;1;0.875;1
org.apache.tools.ant.taskdefs.optional.http.ContentGuesser:83;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.http.ContentGuesser:95;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpAuthenticationStrategy:79;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpBasicAuth:84;2;0.75;2
