name,wmc,atfd,tcc
net.sourceforge.ganttproject.task.dependency.TaskDependencyConstraint.java,10,0,0.0
net.sourceforge.ganttproject.task.dependency.TaskDependencyException.java,0,0,0.0
net.sourceforge.ganttproject.task.dependency.TaskDependencyImpl.java,11,3,0.047619047619047616
net.sourceforge.ganttproject.task.dependency.TaskDependencySlice.java,2,0,0.0
net.sourceforge.ganttproject.task.dependency.TaskDependencySliceAsDependant.java,1,0,0.0
net.sourceforge.ganttproject.task.dependency.TaskDependencySliceAsDependee.java,1,0,0.0
net.sourceforge.ganttproject.task.dependency.TaskDependencySliceImpl.java,5,2,0.16666666666666666
net.sourceforge.ganttproject.task.dependency.constraint.ConstraintImpl.java,5,0,0.1
net.sourceforge.ganttproject.task.dependency.constraint.FinishFinishConstraintImpl.java,3,6,0.0
net.sourceforge.ganttproject.task.dependency.constraint.FinishStartConstraintImpl.java,2,5,0.0
net.sourceforge.ganttproject.task.dependency.constraint.StartFinishConstraintImpl.java,3,6,0.0
net.sourceforge.ganttproject.task.dependency.constraint.StartStartConstraintImpl.java,2,6,0.0
net.sourceforge.ganttproject.task.event.TaskDependencyEvent.java,1,0,0.0
net.sourceforge.ganttproject.task.event.TaskHierarchyEvent.java,3,0,0.0
net.sourceforge.ganttproject.task.event.TaskListener.java,6,0,0.0
net.sourceforge.ganttproject.task.event.TaskListenerAdapter.java,6,0,0.0
net.sourceforge.ganttproject.task.event.TaskScheduleEvent.java,4,0,0.0
net.sourceforge.ganttproject.task.hierarchy.TaskHierarchyItem.java,11,8,0.2
net.sourceforge.ganttproject.task.hierarchy.TaskHierarchyManagerImpl.java,2,0,1.0
net.sourceforge.ganttproject.time.DateFrameable.java,3,0,0.0
net.sourceforge.ganttproject.time.TextFormatter.java,1,0,0.0
net.sourceforge.ganttproject.time.TimeFrame.java,7,0,0.0
net.sourceforge.ganttproject.time.TimeUnit.java,6,0,0.0
net.sourceforge.ganttproject.time.TimeUnitDateFrameableImpl.java,3,0,0.0
net.sourceforge.ganttproject.time.TimeUnitFunctionOfDate.java,1,0,0.0
net.sourceforge.ganttproject.time.TimeUnitFunctionOfDateImpl.java,18,0,0.0
net.sourceforge.ganttproject.time.TimeUnitGraph.java,12,7,0.0
