name;atfd;laa;fdp
android.accessibilityservice.AccessibilityService:205;0;1.0;0
android.accessibilityservice.AccessibilityService:210;2;0.7777778;1
android.accessibilityservice.AccessibilityServiceInfo:114;0;1.0;0
android.accessibilityservice.AccessibilityServiceInfo:118;0;1.0;0
android.accessibilityservice.AccessibilityServiceInfo:131;5;0.2857143;1
android.accessibilityservice.AccessibilityServiceInfo:141;0;1.0;0
android.accounts.AbstractAccountAuthenticator:119;5;0.64285713;4
android.accounts.AbstractAccountAuthenticator:153;5;0.5833333;4
android.accounts.AbstractAccountAuthenticator:184;6;0.45454547;3
android.accounts.AbstractAccountAuthenticator:218;5;0.61538464;4
android.accounts.AbstractAccountAuthenticator:251;5;0.61538464;4
android.accounts.AbstractAccountAuthenticator:284;1;0.8;1
android.accounts.AbstractAccountAuthenticator:299;3;0.625;2
android.accounts.AbstractAccountAuthenticator:316;3;0.5714286;2
android.accounts.AbstractAccountAuthenticator:334;3;0.5;3
android.accounts.AbstractAccountAuthenticator:347;0;-1.0;0
android.accounts.AbstractAccountAuthenticator:363;0;-1.0;0
android.accounts.AbstractAccountAuthenticator:386;0;-1.0;0
android.accounts.AbstractAccountAuthenticator:406;0;-1.0;0
android.accounts.AbstractAccountAuthenticator:427;0;-1.0;0
android.accounts.AbstractAccountAuthenticator:436;0;-1.0;0
android.accounts.AbstractAccountAuthenticator:457;0;-1.0;0
android.accounts.AbstractAccountAuthenticator:477;0;-1.0;0
android.accounts.AbstractAccountAuthenticator:496;1;0.6666667;1
android.accounts.Account:32;2;0.5;1
android.accounts.Account:39;0;1.0;0
android.accounts.Account:62;0;1.0;0
android.accounts.Account:66;0;1.0;0
android.accounts.Account:72;0;1.0;0
android.accounts.Account:76;0;1.0;0
android.accounts.Account:81;0;1.0;0
android.accounts.AccountAuthenticatorActivity:47;0;1.0;0
android.accounts.AccountAuthenticatorActivity:56;3;0.5;2
android.accounts.AccountAuthenticatorActivity:70;1;0.75;1
android.accounts.AccountAuthenticatorCache:52;11;0.45;3
android.accounts.AccountAuthenticatorCache:80;1;0.5;1
android.accounts.AccountAuthenticatorCache:85;1;0.5;1
android.accounts.AccountAuthenticatorResponse:45;2;0.6;2
android.accounts.AccountAuthenticatorResponse:58;2;0.5;2
android.accounts.AccountAuthenticatorResponse:69;2;0.6666667;2
android.accounts.AccountAuthenticatorResponse:80;0;1.0;0
android.accounts.AccountAuthenticatorResponse:84;0;-1.0;0
android.accounts.AccountAuthenticatorResponse:90;0;1.0;0
android.accounts.AccountAuthenticatorResponse:94;0;1.0;0
android.accounts.AccountManager:239;2;0.6666667;2
android.accounts.AccountManager:265;2;0.5;1
android.accounts.AccountManager:284;1;0.75;1
android.accounts.AccountManager:309;1;0.8;1
android.accounts.AccountManager:331;1;0.5;1
android.accounts.AccountManager:352;1;0.6666667;1
android.accounts.AccountManager:377;1;0.6666667;1
android.accounts.AccountManager:409;1;0.6666667;1
android.accounts.AccountManager:415;0;1.0;0
android.accounts.AccountManager:418;1;0.6666667;1
android.accounts.AccountManager:454;2;0.6666667;2
android.accounts.AccountManager:459;1;0.75;1
android.accounts.AccountManager:462;2;0.6666667;2
android.accounts.AccountManager:492;0;1.0;0
android.accounts.AccountManager:523;1;0.6666667;1
android.accounts.AccountManager:527;0;1.0;0
android.accounts.AccountManager:530;1;0.6666667;1
android.accounts.AccountManager:555;0;1.0;0
android.accounts.AccountManager:584;0;1.0;0
android.accounts.AccountManager:610;1;0.8;1
android.accounts.AccountManager:634;0;1.0;0
android.accounts.AccountManager:659;1;0.8333333;1
android.accounts.AccountManager:686;1;0.8333333;1
android.accounts.AccountManager:720;3;0.7;2
android.accounts.AccountManager:794;1;0.8333333;1
android.accounts.AccountManager:800;1;0.8333333;1
android.accounts.AccountManager:876;1;0.8333333;1
android.accounts.AccountManager:882;1;0.8333333;1
android.accounts.AccountManager:937;0;1.0;0
android.accounts.AccountManager:943;0;1.0;0
android.accounts.AccountManager:1004;0;1.0;0
android.accounts.AccountManager:1011;0;1.0;0
android.accounts.AccountManager:1064;0;1.0;0
android.accounts.AccountManager:1071;0;1.0;0
android.accounts.AccountManager:1115;0;1.0;0
android.accounts.AccountManager:1120;0;1.0;0
android.accounts.AccountManager:1126;3;0.5714286;2
android.accounts.AccountManager:1139;0;1.0;0
android.accounts.AccountManager:1143;0;1.0;0
android.accounts.AccountManager:1149;0;1.0;0
android.accounts.AccountManager:1157;0;1.0;0
android.accounts.AccountManager:1176;0;1.0;0
android.accounts.AccountManager:1187;1;0.6666667;1
android.accounts.AccountManager:1196;0;1.0;0
android.accounts.AccountManager:1206;0;-1.0;0
android.accounts.AccountManager:1208;3;0.5714286;2
android.accounts.AccountManager:1246;0;1.0;0
android.accounts.AccountManager:1251;0;1.0;0
android.accounts.AccountManager:1256;0;1.0;0
android.accounts.AccountManager:1264;3;0.5714286;2
android.accounts.AccountManager:1283;1;0.8;1
android.accounts.AccountManager:1301;0;1.0;0
android.accounts.AccountManager:1309;0;-1.0;0
android.accounts.AccountManager:1311;0;-1.0;0
android.accounts.AccountManager:1313;0;1.0;0
android.accounts.AccountManager:1318;1;0.5;1
android.accounts.AccountManager:1327;1;0.8;1
android.accounts.AccountManager:1343;1;0.8;1
android.accounts.AccountManager:1361;0;-1.0;0
android.accounts.AccountManager:1364;0;-1.0;0
android.accounts.AccountManager:1371;0;1.0;0
android.accounts.AccountManager:1376;3;0.5714286;2
android.accounts.AccountManager:1414;0;1.0;0
android.accounts.AccountManager:1419;0;1.0;0
android.accounts.AccountManager:1426;0;1.0;0
android.accounts.AccountManager:1470;0;1.0;0
android.accounts.AccountManager:1473;0;1.0;0
android.accounts.AccountManager:1523;2;0.8181818;2
android.accounts.AccountManager:1531;0;1.0;0
android.accounts.AccountManager:1560;6;0.68421054;3
android.accounts.AccountManager:1640;0;1.0;0
android.accounts.AccountManager:1663;3;0.4;2
android.accounts.AccountManager:1699;3;0.75;3
android.accounts.AccountManager:1740;1;0.8333333;1
android.accounts.AccountManagerCallback:19;0;-1.0;0
android.accounts.AccountManagerFuture:61;0;-1.0;0
android.accounts.AccountManagerFuture:69;0;-1.0;0
android.accounts.AccountManagerFuture:80;0;-1.0;0
android.accounts.AccountManagerFuture:96;0;-1.0;0
android.accounts.AccountManagerFuture:115;0;-1.0;0
android.accounts.AccountManagerResponse:42;0;1.0;0
android.accounts.AccountManagerResponse:50;0;1.0;0
android.accounts.AccountManagerResponse:59;0;1.0;0
android.accounts.AccountManagerResponse:64;0;-1.0;0
android.accounts.AccountManagerResponse:71;0;1.0;0
android.accounts.AccountManagerResponse:75;0;1.0;0
android.accounts.AccountManagerService:190;1;0.0;1
android.accounts.AccountManagerService:218;7;0.6818182;4
android.accounts.AccountManagerService:271;0;-1.0;0
android.accounts.AccountManagerService:275;4;0.5;2
android.accounts.AccountManagerService:292;4;0.6;3
android.accounts.AccountManagerService:311;4;0.5555556;2
android.accounts.AccountManagerService:329;6;0.5;4
android.accounts.AccountManagerService:353;4;0.6;2
android.accounts.AccountManagerService:371;5;0.75;4
android.accounts.AccountManagerService:416;0;1.0;0
android.accounts.AccountManagerService:424;4;0.6;2
android.accounts.AccountManagerService:457;1;0.75;1
android.accounts.AccountManagerService:465;8;0.42857143;4
android.accounts.AccountManagerService:490;0;1.0;0
android.accounts.AccountManagerService:497;7;0.53333336;4
android.accounts.AccountManagerService:535;0;1.0;0
android.accounts.AccountManagerService:540;1;0.6666667;1
android.accounts.AccountManagerService:544;8;0.46666667;4
android.accounts.AccountManagerService:570;3;0.625;2
android.accounts.AccountManagerService:578;6;0.5;4
android.accounts.AccountManagerService:602;2;0.88235295;1
android.accounts.AccountManagerService:630;4;0.73333335;3
android.accounts.AccountManagerService:660;4;0.5555556;2
android.accounts.AccountManagerService:678;4;0.6;2
android.accounts.AccountManagerService:696;5;0.5;2
android.accounts.AccountManagerService:712;3;0.8;3
android.accounts.AccountManagerService:734;1;0.75;1
android.accounts.AccountManagerService:740;5;0.44444445;2
android.accounts.AccountManagerService:756;4;0.6;2
android.accounts.AccountManagerService:774;4;0.73333335;3
android.accounts.AccountManagerService:806;4;0.5555556;2
android.accounts.AccountManagerService:825;2;0.6666667;2
android.accounts.AccountManagerService:836;0;1.0;0
android.accounts.AccountManagerService:842;1;0.6666667;1
android.accounts.AccountManagerService:846;2;0.6666667;2
android.accounts.AccountManagerService:863;10;0.54545456;3
android.accounts.AccountManagerService:916;0;1.0;0
android.accounts.AccountManagerService:925;2;0.71428573;1
android.accounts.AccountManagerService:935;10;0.54545456;3
android.accounts.AccountManagerService:977;13;0.4347826;9
android.accounts.AccountManagerService:999;4;0.5;3
android.accounts.AccountManagerService:1017;6;0.5;2
android.accounts.AccountManagerService:1032;1;0.875;1
android.accounts.AccountManagerService:1048;1;0.8;1
android.accounts.AccountManagerService:1060;0;1.0;0
android.accounts.AccountManagerService:1079;0;1.0;0
android.accounts.AccountManagerService:1084;0;1.0;0
android.accounts.AccountManagerService:1098;0;1.0;0
android.accounts.AccountManagerService:1114;0;1.0;0
android.accounts.AccountManagerService:1117;0;1.0;0
android.accounts.AccountManagerService:1127;0;1.0;0
android.accounts.AccountManagerService:1146;0;1.0;0
android.accounts.AccountManagerService:1149;0;1.0;0
android.accounts.AccountManagerService:1162;0;1.0;0
android.accounts.AccountManagerService:1178;0;1.0;0
android.accounts.AccountManagerService:1181;0;1.0;0
android.accounts.AccountManagerService:1204;2;0.71428573;2
android.accounts.AccountManagerService:1213;4;0.6;4
android.accounts.AccountManagerService:1238;3;0.5714286;2
android.accounts.AccountManagerService:1251;8;0.46666667;5
android.accounts.AccountManagerService:1276;0;1.0;0
android.accounts.AccountManagerService:1282;5;0.44444445;2
android.accounts.AccountManagerService:1297;7;0.53333336;4
android.accounts.AccountManagerService:1324;3;0.5;2
android.accounts.AccountManagerService:1337;1;0.875;1
android.accounts.AccountManagerService:1388;0;1.0;0
android.accounts.AccountManagerService:1398;0;1.0;0
android.accounts.AccountManagerService:1416;0;1.0;0
android.accounts.AccountManagerService:1421;0;-1.0;0
android.accounts.AccountManagerService:1425;0;1.0;0
android.accounts.AccountManagerService:1433;3;0.5;3
android.accounts.AccountManagerService:1443;0;1.0;0
android.accounts.AccountManagerService:1450;0;1.0;0
android.accounts.AccountManagerService:1455;0;1.0;0
android.accounts.AccountManagerService:1459;1;0.75;1
android.accounts.AccountManagerService:1469;2;0.6;2
android.accounts.AccountManagerService:1478;0;-1.0;0
android.accounts.AccountManagerService:1480;2;0.5;2
android.accounts.AccountManagerService:1488;13;0.48;4
android.accounts.AccountManagerService:1533;0;1.0;0
android.accounts.AccountManagerService:1537;5;0.5833333;2
android.accounts.AccountManagerService:1563;8;0.3846154;6
android.accounts.AccountManagerService:1598;2;0.5;1
android.accounts.AccountManagerService:1611;4;0.2;2
android.accounts.AccountManagerService:1628;0;1.0;0
android.accounts.AccountManagerService:1659;0;1.0;0
android.accounts.AccountManagerService:1672;0;1.0;0
android.accounts.AccountManagerService:1682;0;1.0;0
android.accounts.AccountManagerService:1706;2;0.6;2
android.accounts.AccountManagerService:1711;1;0.875;1
android.accounts.AccountManagerService:1718;1;0.8333333;1
android.accounts.AccountManagerService:1748;12;0.5;5
android.accounts.AccountManagerService:1820;0;-1.0;0
android.accounts.AccountManagerService:1830;0;1.0;0
android.accounts.AccountManagerService:1841;4;0.7647059;4
android.accounts.AccountManagerService:1881;13;0.4347826;9
android.accounts.AccountManagerService:1910;2;0.5;1
android.accounts.AccountManagerService:1915;2;0.5;1
android.accounts.AccountManagerService:1926;4;0.6;3
android.accounts.AccountManagerService:1943;4;0.5555556;3
android.accounts.AccountManagerService:1959;3;0.72727275;3
android.accounts.AccountManagerService:1974;3;0.5;3
android.accounts.AccountManagerService:1986;5;0.64285713;4
android.accounts.AccountManagerService:2006;4;0.5555556;3
android.accounts.AccountManagerService:2018;1;0.5;1
android.accounts.AccountManagerService:2023;1;0.0;1
android.accounts.AccountManagerService:2027;1;0.0;1
android.accounts.AccountManagerService:2031;2;0.0;1
android.accounts.AccountManagerService:2043;4;0.75;3
android.accounts.AccountManagerService:2074;4;0.73333335;3
android.accounts.AccountManagerService:2097;0;1.0;0
android.accounts.AccountManagerService:2101;3;0.6666667;3
android.accounts.AccountManagerService:2127;3;0.6666667;3
android.accounts.AccountManagerService:2140;3;0.7;3
android.accounts.AccountManagerService:2169;1;0.85714287;1
android.accounts.AccountManagerService:2184;1;0.85714287;1
