Type,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Method,Public Constructor - br.com.goclip.controllers.dto.ContratanteDTO.ContratanteDTO,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,1,10,0,12,1,0,10,11,1,10,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.controllers.dto.ContratanteDTO.ContratanteDTO,,,,,,,,,,,,,,,,,,,,,,,,,3,27,5,17,1,14,5,28,2,0,13,16,2,14,2,2,2,1,0,,,,,0,,1,0,,0.29,,,,
Method,Public Constructor - br.com.goclip.controllers.dto.DocumentoDTO.DocumentoDTO,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.controllers.dto.DocumentoDTO.DocumentoDTO,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,9,1,7,0,16,1,0,7,8,1,7,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.controllers.dto.ProfilePictureDTO.ProfilePictureDTO,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,6,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.controllers.dto.UsuarioDTO.UsuarioDTO,,,,,,,,,,,,,,,,,,,,,,,,,4,24,4,15,1,12,5,23,2,0,11,14,2,12,2,2,2,1,0,,,,,0,,1,0,,0.33,,,,
Method,Public Constructor - br.com.goclip.exceptions.CategoryException.CategoryException,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.CategoryException.CategoryException,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.DefaultDateNotDefinedException.DefaultDateNotDefinedException,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.DocumentException.DocumentException,,,,,,,,,,,,,,,,,,,,,,,,,11,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.DocumentException.DocumentException,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.DocumentException.DocumentException,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.DocumentIndexingException.DocumentIndexingException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.DocumentUpdateException.DocumentUpdateException,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.ExistingCategoryException.ExistingCategoryException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.ExistingEmailException.ExistingEmailException,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.ExternalServiceUrlNotFoundException.ExternalServiceUrlNotFoundException,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidApprovalSpecificationException.InvalidApprovalSpecificationException,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidBuilderException.InvalidBuilderException,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidBuilderException.InvalidBuilderException,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidBuilderException.InvalidBuilderException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidBuilderException.InvalidBuilderException,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidCategoryExpirationException.InvalidCategoryExpirationException,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidDocumentException.InvalidDocumentException,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidDocumentException.InvalidDocumentException,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidDocumentException.InvalidDocumentException,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidDocumentException.InvalidDocumentException,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidExpirationFieldTypeException.InvalidExpirationFieldTypeException,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidFileTypeException.InvalidFileTypeException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidFileTypeException.InvalidFileTypeException,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidFileTypeException.InvalidFileTypeException,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidFileTypeException.InvalidFileTypeException,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidPassException.InvalidPassException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidPassException.InvalidPassException,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.InvalidReportTypeException.InvalidReportTypeException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.MappableException.ExceptionResponse.ExceptionResponse,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.MappableException.ExceptionResponse.ExceptionResponse,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,5,1,3,0,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.MappableException.MappableException,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.MappableException.MappableException,,,,,,,,,,,,,,,,,,,,,,,,,11,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.MappableException.MappableException,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.MappableException.MappableException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.MappableException.MappableException,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.MappableException.MappableException,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.MappableException.MappableException,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,4,1,2,0,4,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.OriginalFileNotFoundException.OriginalFileNotFoundException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.RevertDocumentException.RevertDocumentException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.SearchIndexingException.SearchIndexingException,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.ShortPasswordException.ShortPasswordException,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.UpdatingIndexException.UpdatingIndexException,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.exceptions.UserPermissionException.UserPermissionException,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalReport.ApprovalReport,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalReport.ApprovalReport,,,,,,,,,,,,,,,,,,,,,,,,,5,19,2,17,4,12,0,4,5,1,9,14,5,9,4,4,4,1,0,,,,,0,,2,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalReport.ApprovalReport,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,3,3,0,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalResult.ApprovalResult,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalResult.ApprovalResult,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalRule.ApprovalRule,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,8,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalRule.ApprovalRule,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,5,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalSpecification.ApprovalSpecification,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,4,1,2,0,4,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalSpecification.ApprovalSpecification,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.ApprovalSpecification.ApprovalSpecification,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,6,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.Approver.Approver,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.approval.Approver.Approver,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Campo.Campo,,,,,,,,,,,,,,,,,,,,,,,,,10,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Campo.Campo,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Campo.Campo,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Campo.Campo,,,,,,,,,,,,,,,,,,,,,,,,,8,19,0,19,7,10,0,9,2,0,8,10,1,9,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.CampoValor.CampoValor,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.CampoValor.CampoValor,,,,,,,,,,,,,,,,,,,,,,,,,6,13,0,13,6,6,0,8,1,0,6,7,1,6,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.CampoValor.CampoValor,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,9,1,7,0,14,1,0,7,8,1,7,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Category.Category,,,,,,,,,,,,,,,,,,,,,,,,,11,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Category.Category,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,5,1,3,0,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Category.Category,,,,,,,,,,,,,,,,,,,,,,,,,10,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.Document.Document,,,,,,,,,,,,,,,,,,,,,,,,,12,5,0,5,1,3,0,6,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.Document.Document,,,,,,,,,,,,,,,,,,,,,,,,,21,12,0,5,1,3,7,7,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,1.40,,,,
Method,Public Constructor - br.com.goclip.model.documento.Document.Document,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,2,1,0,3,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,1.50,,,,
Method,Public Constructor - br.com.goclip.model.documento.Document.Document,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.DocumentHistory.DocumentHistory,,,,,,,,,,,,,,,,,,,,,,,,,15,22,2,13,1,11,7,18,1,0,10,11,1,10,3,3,3,1,0,,,,,0,,0,0,,0.54,,,,
Method,Public Constructor - br.com.goclip.model.documento.DocumentHistory.DocumentHistory,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.ESDocument.DateFields.DateFields,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.ESDocument.DateFields.DateFields,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.ESDocument.ESDocument,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.ESDocument.ESDocument,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,4,1,2,4,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.ESDocument.ESDocument,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,4,1,2,5,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.25,,,,
Method,Public Constructor - br.com.goclip.model.documento.ESDocument.ESDocument,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,4,1,2,4,4,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.ESDocument.TextFields.TextFields,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.ESDocument.TextFields.TextFields,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.documento.FileInfo.FileInfo,,,,,,,,,,,,,,,,,,,,,,,,,19,7,0,7,3,3,0,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Location.Location,,,,,,,,,,,,,,,,,,,,,,,,,11,5,0,5,1,3,0,6,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Location.Location,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.Location.Location,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.categories.CategoryReportResult.CategoryReportResult,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.categories.CategoryReportResult.CategoryReportResult,,,,,,,,,,,,,,,,,,,,,,,,,2,24,4,20,8,15,0,7,1,0,10,14,7,7,1,1,1,1,0,,,,,0,,2,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.categories.CategoryReportResult.CategoryReportResultNode.CategoryReportResultNode,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,5,1,3,0,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.categories.CategoryReportService.Builder.Builder,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.documents.DocumentApprovalResult.DocumentApprovalResult,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,5,1,3,0,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.temporal.InvalidDateRangeException.InvalidDateRangeException,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.temporal.MonthReportResult.MonthReportResult,,,,,,,,,,,,,,,,,,,,,,,,,9,46,5,41,12,39,0,16,1,0,11,12,9,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.temporal.ReportContext.ReportContext,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,6,1,4,0,5,1,0,4,5,1,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.temporal.TemporalReportResult.TemporalReportResult,,,,,,,,,,,,,,,,,,,,,,,,,8,12,2,10,2,7,0,9,2,0,5,7,2,5,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.temporal.TemporalReportService.Builder.Builder,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.temporal.TemporalReportService.TemporalReportService,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.temporal.WeekReportResult.WeekReportResult,,,,,,,,,,,,,,,,,,,,,,,,,11,27,5,22,9,20,0,16,1,0,7,8,6,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.temporal.YearReportResult.YearReportResult,,,,,,,,,,,,,,,,,,,,,,,,,9,44,5,39,9,37,0,16,1,0,9,10,7,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.usage.UsageReportResult.UsageReportResult,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.usage.UsageReportResultNode.UsageReportResultNode,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.usage.UsageReportResultNode.UsageReportResultNode,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.reports.usage.UsageReportService.Builder.Builder,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.user.Account.Account,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,4,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.user.Account.Account,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.user.Account.Account,,,,,,,,,,,,,,,,,,,,,,,,,11,21,0,21,10,10,0,11,1,0,10,11,1,10,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Method,Public Constructor - br.com.goclip.model.user.Account.Account,,,,,,,,,,,,,,,,,,,,,,,,,14,24,0,24,11,12,0,14,1,0,12,13,1,12,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
